Crime type,Easting,Northing
Violent crime,322288,124430
Anti-social behaviour,322288,124430
Anti-social behaviour,349865,139019
Anti-social behaviour,349865,139019
Anti-social behaviour,349865,139019
Anti-social behaviour,349865,139019
Anti-social behaviour,323214,124225
Other crime,332080,162071
Anti-social behaviour,357854,179288
Anti-social behaviour,371652,156095
Anti-social behaviour,365266,155901
Violent crime,365129,168455
Violent crime,365129,168455
Other crime,364962,168664
Other crime,361382,174561
Other crime,361382,174561
Violent crime,361382,174561
Anti-social behaviour,361382,174561
Violent crime,359561,171664
Other crime,359556,171611
Anti-social behaviour,359556,171611
Anti-social behaviour,359556,171611
Other crime,364840,168637
Anti-social behaviour,323773,124959
Other crime,331666,136444
Violent crime,360685,174294
Violent crime,360685,174294
Anti-social behaviour,360685,174294
Anti-social behaviour,331022,149464
Other crime,360883,174518
Anti-social behaviour,375199,164217
Anti-social behaviour,375199,164217
Anti-social behaviour,375199,164217
Anti-social behaviour,375199,164217
Anti-social behaviour,375199,164217
Anti-social behaviour,335332,122787
Vehicle crime,360930,170389
Anti-social behaviour,377618,173597
Anti-social behaviour,363727,189917
Other crime,319361,139649
Other crime,329755,136950
Other crime,329755,136950
Other crime,329755,136950
Anti-social behaviour,329755,136950
Anti-social behaviour,329755,136950
Other crime,366919,172499
Other crime,366919,172499
Other crime,366919,172499
Other crime,334862,158878
Other crime,346389,169679
Other crime,346389,169679
Other crime,342583,126818
Anti-social behaviour,370274,154865
Anti-social behaviour,370274,154865
Anti-social behaviour,370274,154865
Anti-social behaviour,352649,177119
Other crime,378634,148177
Other crime,378634,148177
Burglary,378634,148177
Anti-social behaviour,378634,148177
Anti-social behaviour,378634,148177
Anti-social behaviour,378634,148177
Other crime,345269,141607
Other crime,345269,141607
Vehicle crime,345269,141607
Other crime,371815,182856
Violent crime,329337,136864
Anti-social behaviour,329337,136864
Anti-social behaviour,329337,136864
Anti-social behaviour,329337,136864
Vehicle crime,358661,173923
Vehicle crime,358661,173923
Anti-social behaviour,358661,173923
Other crime,343105,147861
Other crime,356386,117000
Other crime,356386,117000
Other crime,356386,117000
Other crime,356386,117000
Burglary,356386,117000
Anti-social behaviour,356386,117000
Anti-social behaviour,366524,147139
Other crime,365277,181138
Other crime,323154,126598
Anti-social behaviour,343667,117132
Anti-social behaviour,358352,173565
Anti-social behaviour,358352,173565
Anti-social behaviour,358352,173565
Burglary,356676,116620
Other crime,330942,149349
Other crime,372333,164129
Other crime,372333,164129
Anti-social behaviour,372333,164129
Anti-social behaviour,372333,164129
Vehicle crime,360696,174325
Violent crime,360696,174325
Anti-social behaviour,361142,167716
Other crime,358854,172927
Violent crime,358854,172927
Other crime,358854,172927
Violent crime,358854,172927
Violent crime,358854,172927
Other crime,358854,172927
Anti-social behaviour,358854,172927
Anti-social behaviour,358854,172927
Anti-social behaviour,358854,172927
Vehicle crime,357795,175194
Anti-social behaviour,323085,126803
Burglary,353960,117097
Other crime,353960,117097
Vehicle crime,353960,117097
Violent crime,353960,117097
Other crime,353960,117097
Other crime,323063,126807
Anti-social behaviour,323063,126807
Anti-social behaviour,323063,126807
Anti-social behaviour,323063,126807
Other crime,359492,173640
Other crime,359492,173640
Anti-social behaviour,359492,173640
Anti-social behaviour,359492,173640
Other crime,332295,160253
Other crime,332295,160253
Anti-social behaviour,332295,160253
Anti-social behaviour,332295,160253
Other crime,330764,149365
Anti-social behaviour,357662,173515
Anti-social behaviour,357662,173515
Vehicle crime,307711,140876
Other crime,307711,140876
Anti-social behaviour,331626,136396
Anti-social behaviour,357571,169261
Anti-social behaviour,357571,169261
Anti-social behaviour,357571,169261
Anti-social behaviour,357571,169261
Anti-social behaviour,357571,169261
Anti-social behaviour,357571,169261
Anti-social behaviour,367174,153736
Anti-social behaviour,367174,153736
Vehicle crime,359950,173032
Other crime,359950,173032
Anti-social behaviour,330038,136848
Anti-social behaviour,330038,136848
Violent crime,358675,172960
Burglary,358675,172960
Other crime,358675,172960
Violent crime,358675,172960
Violent crime,358675,172960
Other crime,358675,172960
Violent crime,358675,172960
Other crime,358675,172960
Other crime,358675,172960
Violent crime,358675,172960
Violent crime,358675,172960
Violent crime,364979,174888
Anti-social behaviour,364979,174888
Anti-social behaviour,364979,174888
Violent crime,358726,172963
Other crime,358726,172963
Anti-social behaviour,358726,172963
Anti-social behaviour,358726,172963
Other crime,356344,116370
Violent crime,356344,116370
Other crime,355465,146127
Anti-social behaviour,355465,146127
Anti-social behaviour,359192,172621
Anti-social behaviour,359192,172621
Vehicle crime,360152,174946
Violent crime,360152,174946
Other crime,359979,174829
Anti-social behaviour,359979,174829
Other crime,358905,169635
Violent crime,358905,169635
Violent crime,358905,169635
Violent crime,358905,169635
Anti-social behaviour,358905,169635
Anti-social behaviour,358905,169635
Anti-social behaviour,358905,169635
Anti-social behaviour,358905,169635
Anti-social behaviour,358123,171808
Other crime,332385,161780
Anti-social behaviour,332385,161780
Other crime,332648,161421
Anti-social behaviour,332648,161421
Anti-social behaviour,332648,161421
Anti-social behaviour,349302,138568
Anti-social behaviour,358878,168992
Anti-social behaviour,358878,168992
Other crime,375047,164649
Other crime,375047,164649
Violent crime,375047,164649
Other crime,375047,164649
Other crime,375047,164649
Other crime,375047,164649
Other crime,375047,164649
Other crime,375047,164649
Other crime,375047,164649
Anti-social behaviour,375047,164649
Anti-social behaviour,375047,164649
Other crime,364025,176074
Other crime,364025,176074
Other crime,359232,171174
Anti-social behaviour,356879,179240
Anti-social behaviour,356879,179240
Other crime,329889,138304
Burglary,329889,138304
Violent crime,329889,138304
Anti-social behaviour,329889,138304
Burglary,358119,178963
Burglary,358119,178963
Violent crime,358119,178963
Other crime,358119,178963
Anti-social behaviour,358119,178963
Anti-social behaviour,358119,178963
Other crime,352158,177450
Violent crime,352158,177450
Burglary,352158,177450
Other crime,352158,177450
Anti-social behaviour,352158,177450
Other crime,361004,176745
Violent crime,365734,170915
Violent crime,365734,170915
Burglary,359457,175275
Burglary,360710,178655
Other crime,360710,178655
Anti-social behaviour,329683,135529
Other crime,366778,154527
Other crime,366778,154527
Other crime,366778,154527
Other crime,366778,154527
Violent crime,332742,161387
Burglary,332742,161387
Anti-social behaviour,332742,161387
Anti-social behaviour,332742,161387
Anti-social behaviour,332742,161387
Anti-social behaviour,332742,161387
Anti-social behaviour,332742,161387
Burglary,360138,171576
Burglary,361039,174466
Burglary,332781,161386
Anti-social behaviour,366863,173823
Anti-social behaviour,366863,173823
Other crime,358009,171058
Anti-social behaviour,358009,171058
Violent crime,358119,170915
Other crime,335255,129591
Other crime,371279,182281
Burglary,371279,182281
Other crime,371279,182281
Anti-social behaviour,371279,182281
Anti-social behaviour,371279,182281
Anti-social behaviour,371279,182281
Other crime,370842,182017
Other crime,370842,182017
Burglary,370842,182017
Other crime,361051,182677
Vehicle crime,361051,182677
Anti-social behaviour,361051,182677
Anti-social behaviour,361051,182677
Anti-social behaviour,361051,182677
Anti-social behaviour,361051,182677
Anti-social behaviour,361051,182677
Other crime,365866,174384
Other crime,359096,178537
Other crime,359096,178537
Other crime,359096,178537
Anti-social behaviour,363992,175984
Other crime,363511,173028
Anti-social behaviour,361649,176054
Anti-social behaviour,346331,120359
Violent crime,360951,174806
Burglary,360951,174806
Vehicle crime,360951,174806
Anti-social behaviour,360951,174806
Robbery,362610,175340
Burglary,362610,175340
Robbery,362610,175340
Other crime,336424,163001
Other crime,335201,161894
Anti-social behaviour,335201,161894
Anti-social behaviour,335201,161894
Other crime,343052,163916
Other crime,340828,171097
Anti-social behaviour,356680,183769
Anti-social behaviour,356680,183769
Anti-social behaviour,346914,176773
Anti-social behaviour,346914,176773
Burglary,360942,178952
Burglary,360942,178952
Other crime,360942,178952
Anti-social behaviour,367045,173448
Anti-social behaviour,319485,125697
Anti-social behaviour,347782,170268
Other crime,370603,182505
Anti-social behaviour,335680,162751
Anti-social behaviour,335680,162751
Anti-social behaviour,356413,179327
Anti-social behaviour,352986,176548
Anti-social behaviour,337520,162876
Anti-social behaviour,332252,161164
Burglary,345137,109056
Anti-social behaviour,360748,181613
Anti-social behaviour,360748,181613
Burglary,373052,164990
Other crime,373052,164990
Anti-social behaviour,368499,134826
Anti-social behaviour,368499,134826
Burglary,371121,141419
Anti-social behaviour,359072,174546
Violent crime,341901,159645
Other crime,371138,128348
Other crime,371138,128348
Other crime,371138,128348
Violent crime,371138,128348
Burglary,345285,108560
Other crime,365471,168890
Anti-social behaviour,365471,168890
Anti-social behaviour,365471,168890
Burglary,309950,137111
Other crime,309950,137111
Anti-social behaviour,309950,137111
Anti-social behaviour,309950,137111
Anti-social behaviour,309950,137111
Anti-social behaviour,309950,137111
Other crime,372587,189150
Violent crime,345663,153225
Anti-social behaviour,345663,153225
Other crime,313152,121095
Anti-social behaviour,313152,121095
Other crime,322671,125175
Other crime,322671,125175
Burglary,322671,125175
Violent crime,322671,125175
Other crime,322671,125175
Other crime,322671,125175
Anti-social behaviour,322671,125175
Anti-social behaviour,322671,125175
Anti-social behaviour,322671,125175
Anti-social behaviour,322671,125175
Anti-social behaviour,322671,125175
Anti-social behaviour,322671,125175
Anti-social behaviour,352369,175946
Anti-social behaviour,343460,163926
Anti-social behaviour,332093,147063
Anti-social behaviour,332093,147063
Violent crime,297323,145149
Violent crime,297323,145149
Violent crime,297323,145149
Other crime,297323,145149
Violent crime,297323,145149
Violent crime,297323,145149
Other crime,297323,145149
Violent crime,297323,145149
Other crime,297323,145149
Anti-social behaviour,297323,145149
Burglary,358133,178756
Anti-social behaviour,358133,178756
Burglary,360587,168799
Other crime,360587,168799
Violent crime,360587,168799
Anti-social behaviour,360587,168799
Other crime,365999,153814
Violent crime,330493,148591
Robbery,330499,148690
Anti-social behaviour,365783,171452
Anti-social behaviour,357250,170962
Other crime,323100,124819
Anti-social behaviour,361368,173720
Other crime,365936,172062
Anti-social behaviour,365936,172062
Anti-social behaviour,365936,172062
Burglary,361433,174027
Anti-social behaviour,346378,119653
Anti-social behaviour,346378,119653
Anti-social behaviour,346378,119653
Violent crime,361891,181625
Other crime,361891,181625
Vehicle crime,363366,173336
Anti-social behaviour,354459,117054
Anti-social behaviour,354459,117054
Anti-social behaviour,354459,117054
Burglary,354496,178401
Violent crime,354496,178401
Other crime,354496,178401
Other crime,354496,178401
Anti-social behaviour,354496,178401
Other crime,331970,147785
Other crime,331970,147785
Vehicle crime,331970,147785
Other crime,358179,168234
Anti-social behaviour,358179,168234
Anti-social behaviour,358179,168234
Anti-social behaviour,356275,167693
Anti-social behaviour,356275,167693
Anti-social behaviour,356275,167693
Anti-social behaviour,356275,167693
Burglary,365198,167920
Anti-social behaviour,365198,167920
Anti-social behaviour,365198,167920
Vehicle crime,373304,163169
Other crime,345587,160496
Other crime,345587,160496
Anti-social behaviour,345587,160496
Other crime,330402,135559
Other crime,330402,135559
Other crime,330402,135559
Other crime,330305,135187
Anti-social behaviour,330305,135187
Burglary,356482,141634
Other crime,365936,177084
Other crime,359731,170724
Other crime,359731,170724
Violent crime,336587,163212
Other crime,336587,163212
Burglary,361564,180742
Other crime,356759,176828
Vehicle crime,356759,176828
Anti-social behaviour,356759,176828
Violent crime,361594,182052
Violent crime,355667,176656
Other crime,355667,176656
Anti-social behaviour,356289,175647
Violent crime,356490,175265
Other crime,326958,123810
Burglary,326958,123810
Other crime,326958,123810
Burglary,362681,175492
Other crime,359102,173883
Violent crime,359102,173883
Violent crime,359102,173883
Other crime,359102,173883
Violent crime,359102,173883
Other crime,359102,173883
Other crime,359102,173883
Other crime,359102,173883
Other crime,359102,173883
Burglary,359102,173883
Robbery,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Anti-social behaviour,359102,173883
Violent crime,355581,117912
Anti-social behaviour,340900,170097
Other crime,365070,171783
Anti-social behaviour,365070,171783
Anti-social behaviour,365070,171783
Anti-social behaviour,365070,171783
Other crime,365683,172321
Vehicle crime,365683,172321
Other crime,365683,172321
Violent crime,365683,172321
Other crime,365683,172321
Violent crime,365683,172321
Other crime,365683,172321
Other crime,365683,172321
Anti-social behaviour,365683,172321
Anti-social behaviour,365683,172321
Violent crime,367053,149343
Anti-social behaviour,367053,149343
Anti-social behaviour,346613,110747
Other crime,343839,163348
Other crime,343839,163348
Anti-social behaviour,343719,163370
Anti-social behaviour,323979,126800
Anti-social behaviour,351889,175912
Violent crime,377596,148014
Violent crime,377596,148014
Violent crime,377596,148014
Other crime,377596,148014
Other crime,377596,148014
Violent crime,377596,148014
Violent crime,377596,148014
Violent crime,377596,148014
Other crime,377596,148014
Violent crime,377596,148014
Anti-social behaviour,377596,148014
Anti-social behaviour,377596,148014
Anti-social behaviour,377596,148014
Anti-social behaviour,377596,148014
Violent crime,343506,117311
Other crime,343506,117311
Anti-social behaviour,343506,117311
Other crime,360979,177367
Anti-social behaviour,377690,134980
Anti-social behaviour,377690,134980
Violent crime,369702,182587
Burglary,343177,165768
Anti-social behaviour,355243,178508
Anti-social behaviour,355149,178614
Anti-social behaviour,355149,178614
Anti-social behaviour,346722,170102
Other crime,347688,137133
Burglary,360966,173150
Violent crime,360966,173150
Violent crime,360966,173150
Anti-social behaviour,360966,173150
Anti-social behaviour,360966,173150
Anti-social behaviour,360966,173150
Anti-social behaviour,358960,179471
Anti-social behaviour,358960,179471
Other crime,349528,138472
Other crime,349528,138472
Violent crime,349528,138472
Anti-social behaviour,349528,138472
Anti-social behaviour,349528,138472
Anti-social behaviour,349528,138472
Burglary,361900,173944
Burglary,332976,109018
Anti-social behaviour,340027,170357
Burglary,359537,181783
Other crime,359537,181783
Other crime,335446,161188
Other crime,333369,160116
Anti-social behaviour,333369,160116
Violent crime,361308,173183
Anti-social behaviour,357457,171216
Anti-social behaviour,357457,171216
Vehicle crime,361634,168689
Anti-social behaviour,361634,168689
Anti-social behaviour,361570,168935
Anti-social behaviour,361570,168935
Anti-social behaviour,361570,168935
Vehicle crime,378933,147804
Other crime,378933,147804
Anti-social behaviour,378933,147804
Anti-social behaviour,378933,147804
Other crime,331771,137671
Violent crime,331771,137671
Violent crime,331771,137671
Violent crime,331771,137671
Violent crime,331771,137671
Burglary,331771,137671
Anti-social behaviour,331771,137671
Burglary,360212,171584
Anti-social behaviour,360212,171584
Anti-social behaviour,360212,171584
Anti-social behaviour,360212,171584
Anti-social behaviour,360212,171584
Anti-social behaviour,360212,171584
Other crime,377920,147501
Burglary,366963,173140
Anti-social behaviour,366963,173140
Anti-social behaviour,366963,173140
Anti-social behaviour,366963,173140
Other crime,376102,162125
Violent crime,336361,162508
Other crime,336361,162508
Anti-social behaviour,336361,162508
Anti-social behaviour,336361,162508
Anti-social behaviour,336361,162508
Other crime,315480,121333
Burglary,315480,121333
Burglary,315480,121333
Other crime,367586,172339
Burglary,367586,172339
Violent crime,362713,173596
Violent crime,362713,173596
Violent crime,362713,173596
Anti-social behaviour,362713,173596
Anti-social behaviour,362713,173596
Other crime,346918,171952
Other crime,346918,171952
Anti-social behaviour,346918,171952
Vehicle crime,356064,116528
Other crime,297153,146183
Other crime,297153,146183
Other crime,297153,146183
Violent crime,297153,146183
Burglary,296944,146145
Anti-social behaviour,296944,146145
Other crime,354498,116542
Other crime,354498,116542
Other crime,354498,116542
Anti-social behaviour,354498,116542
Anti-social behaviour,354498,116542
Anti-social behaviour,354498,116542
Anti-social behaviour,354498,116542
Other crime,333475,161554
Other crime,364208,175176
Violent crime,361479,143311
Other crime,361479,143311
Violent crime,361479,143311
Violent crime,361479,143311
Violent crime,361479,143311
Other crime,361479,143311
Violent crime,361479,143311
Violent crime,361479,143311
Other crime,361479,143311
Other crime,361479,143311
Anti-social behaviour,361479,143311
Anti-social behaviour,361479,143311
Anti-social behaviour,361479,143311
Anti-social behaviour,354676,116399
Anti-social behaviour,371242,183941
Burglary,367416,193432
Other crime,357663,173492
Anti-social behaviour,357663,173492
Anti-social behaviour,371209,181849
Anti-social behaviour,371209,181849
Anti-social behaviour,371209,181849
Anti-social behaviour,371209,181849
Anti-social behaviour,356487,116985
Anti-social behaviour,363522,174168
Anti-social behaviour,355091,177097
Anti-social behaviour,363569,174195
Anti-social behaviour,363569,174195
Anti-social behaviour,363569,174195
Other crime,329445,133077
Other crime,329340,135990
Other crime,362861,147304
Burglary,362861,147304
Burglary,377697,147218
Burglary,377697,147218
Other crime,377697,147218
Violent crime,370345,182463
Other crime,370345,182463
Other crime,370345,182463
Anti-social behaviour,370345,182463
Burglary,332434,160428
Burglary,332434,160428
Violent crime,332434,160428
Burglary,340620,171327
Anti-social behaviour,340620,171327
Violent crime,370270,157239
Other crime,370270,157239
Violent crime,370270,157239
Other crime,370270,157239
Violent crime,370270,157239
Other crime,370270,157239
Anti-social behaviour,370270,157239
Anti-social behaviour,370270,157239
Anti-social behaviour,370270,157239
Anti-social behaviour,366720,171009
Other crime,365753,153723
Violent crime,359832,174440
Other crime,359832,174440
Anti-social behaviour,359832,174440
Anti-social behaviour,359832,174440
Anti-social behaviour,365411,177340
Anti-social behaviour,361855,171796
Anti-social behaviour,361855,171796
Anti-social behaviour,307113,143280
Anti-social behaviour,366919,153721
Other crime,359333,181800
Anti-social behaviour,364556,191163
Anti-social behaviour,364556,191163
Other crime,355288,116330
Other crime,355288,116330
Anti-social behaviour,355288,116330
Anti-social behaviour,355288,116330
Anti-social behaviour,355288,116330
Burglary,371606,182589
Other crime,364488,181624
Other crime,364488,181624
Anti-social behaviour,364488,181624
Violent crime,357431,179581
Vehicle crime,357431,179581
Anti-social behaviour,357431,179581
Violent crime,336025,161636
Other crime,321272,121566
Burglary,321272,121566
Anti-social behaviour,321272,121566
Anti-social behaviour,311071,122888
Burglary,356848,170524
Burglary,356780,170444
Other crime,333225,161528
Vehicle crime,379001,149086
Anti-social behaviour,369757,154536
Other crime,295693,146364
Violent crime,295693,146364
Vehicle crime,374237,164518
Anti-social behaviour,374237,164518
Vehicle crime,358824,174274
Other crime,360369,171297
Other crime,360369,171297
Other crime,360369,171297
Anti-social behaviour,360369,171297
Vehicle crime,359016,174154
Vehicle crime,359016,174154
Vehicle crime,359016,174154
Anti-social behaviour,359016,174154
Anti-social behaviour,356905,116850
Anti-social behaviour,356905,116850
Other crime,375875,164611
Other crime,375875,164611
Other crime,375695,165106
Anti-social behaviour,375620,165248
Vehicle crime,357667,172213
Vehicle crime,357667,172213
Other crime,375778,165021
Violent crime,375778,165021
Other crime,375778,165021
Other crime,375778,165021
Anti-social behaviour,375778,165021
Other crime,314316,120404
Anti-social behaviour,363688,176201
Anti-social behaviour,364804,174448
Other crime,364216,172622
Other crime,360658,175435
Other crime,360658,175435
Other crime,360658,175435
Other crime,358825,173142
Other crime,358825,173142
Other crime,358825,173142
Anti-social behaviour,358825,173142
Anti-social behaviour,358825,173142
Anti-social behaviour,358825,173142
Anti-social behaviour,331516,147489
Anti-social behaviour,331516,147489
Violent crime,358702,168940
Other crime,358702,168940
Other crime,358702,168940
Other crime,358702,168940
Other crime,358702,168940
Other crime,358702,168940
Violent crime,358702,168940
Violent crime,358702,168940
Other crime,358702,168940
Other crime,358702,168940
Anti-social behaviour,358702,168940
Anti-social behaviour,358702,168940
Anti-social behaviour,358702,168940
Anti-social behaviour,364836,189374
Other crime,336067,162853
Anti-social behaviour,336067,162853
Anti-social behaviour,336067,162853
Other crime,371645,164395
Other crime,371645,164395
Vehicle crime,348452,136004
Anti-social behaviour,332259,115394
Other crime,356667,141772
Other crime,328782,132909
Other crime,328782,132909
Other crime,366027,171650
Anti-social behaviour,366027,171650
Other crime,352208,123652
Other crime,352208,123652
Violent crime,360135,169168
Other crime,360135,169168
Other crime,360135,169168
Anti-social behaviour,360135,169168
Violent crime,360432,162948
Anti-social behaviour,362855,181133
Other crime,321807,124608
Burglary,321807,124608
Violent crime,321807,124608
Other crime,321807,124608
Other crime,321807,124608
Anti-social behaviour,321807,124608
Anti-social behaviour,321807,124608
Anti-social behaviour,332373,107714
Anti-social behaviour,332373,107714
Vehicle crime,332863,105964
Other crime,323315,124237
Other crime,323315,124237
Other crime,323315,124237
Burglary,330164,136225
Burglary,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Other crime,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Anti-social behaviour,330164,136225
Other crime,329990,136799
Violent crime,329990,136799
Other crime,329990,136799
Other crime,329990,136799
Other crime,329990,136799
Other crime,329990,136799
Other crime,329990,136799
Other crime,329990,136799
Other crime,329990,136799
Anti-social behaviour,329990,136799
Violent crime,336360,162837
Violent crime,336360,162837
Other crime,359537,170044
Other crime,359537,170044
Anti-social behaviour,359537,170044
Anti-social behaviour,359537,170044
Anti-social behaviour,335553,161881
Anti-social behaviour,335553,161881
Violent crime,365519,173893
Anti-social behaviour,365519,173893
Anti-social behaviour,336587,163840
Anti-social behaviour,361601,182855
Violent crime,325833,139299
Anti-social behaviour,334770,161420
Anti-social behaviour,365192,175755
Other crime,365380,175771
Violent crime,358694,172824
Other crime,358694,172824
Other crime,358694,172824
Anti-social behaviour,358694,172824
Burglary,363132,174067
Other crime,363132,174067
Anti-social behaviour,363132,174067
Anti-social behaviour,371194,182990
Anti-social behaviour,371194,182990
Anti-social behaviour,371194,182990
Other crime,359381,172808
Other crime,359381,172808
Other crime,359381,172808
Anti-social behaviour,359381,172808
Anti-social behaviour,359381,172808
Burglary,359515,172341
Other crime,359515,172341
Other crime,359515,172341
Other crime,359515,172341
Other crime,359515,172341
Burglary,359515,172341
Other crime,359515,172341
Other crime,359515,172341
Burglary,359515,172341
Other crime,359515,172341
Anti-social behaviour,359515,172341
Anti-social behaviour,359515,172341
Anti-social behaviour,359515,172341
Anti-social behaviour,359515,172341
Anti-social behaviour,359515,172341
Anti-social behaviour,357865,170704
Anti-social behaviour,365506,168327
Anti-social behaviour,365506,168327
Anti-social behaviour,365506,168327
Anti-social behaviour,365506,168327
Anti-social behaviour,364833,167848
Anti-social behaviour,364833,167848
Anti-social behaviour,364833,167848
Anti-social behaviour,360620,173271
Anti-social behaviour,360620,173271
Anti-social behaviour,364830,156155
Burglary,360564,178414
Burglary,360564,178414
Violent crime,375205,164740
Violent crime,375205,164740
Violent crime,375205,164740
Other crime,375205,164740
Other crime,375205,164740
Burglary,375205,164740
Anti-social behaviour,375205,164740
Anti-social behaviour,375205,164740
Burglary,361135,181492
Violent crime,366433,167809
Anti-social behaviour,358516,167182
Anti-social behaviour,358516,167182
Anti-social behaviour,358516,167182
Other crime,359091,167546
Anti-social behaviour,359091,167546
Anti-social behaviour,359091,167546
Anti-social behaviour,359091,167546
Violent crime,360293,177864
Violent crime,360293,177864
Other crime,360293,177864
Other crime,354653,117165
Other crime,354653,117165
Anti-social behaviour,363817,173268
Anti-social behaviour,346050,119883
Anti-social behaviour,347281,176787
Anti-social behaviour,347281,176787
Other crime,357033,174133
Vehicle crime,357033,174133
Anti-social behaviour,357033,174133
Vehicle crime,355725,116415
Anti-social behaviour,355725,116415
Anti-social behaviour,355725,116415
Anti-social behaviour,355725,116415
Violent crime,297157,146297
Other crime,297157,146297
Other crime,297157,146297
Anti-social behaviour,297157,146297
Other crime,343378,121298
Anti-social behaviour,360961,182526
Violent crime,362522,173530
Vehicle crime,362522,173530
Vehicle crime,362522,173530
Other crime,362522,173530
Anti-social behaviour,362522,173530
Anti-social behaviour,362522,173530
Anti-social behaviour,362522,173530
Anti-social behaviour,345952,108106
Other crime,334481,161388
Other crime,334481,161388
Vehicle crime,334481,161388
Anti-social behaviour,334481,161388
Anti-social behaviour,334481,161388
Anti-social behaviour,334481,161388
Other crime,342698,165446
Other crime,342698,165446
Anti-social behaviour,342698,165446
Anti-social behaviour,347788,150972
Other crime,351969,162041
Anti-social behaviour,351969,162041
Anti-social behaviour,346145,153776
Other crime,361562,181664
Other crime,361562,181664
Anti-social behaviour,361562,181664
Anti-social behaviour,361562,181664
Anti-social behaviour,361562,181664
Anti-social behaviour,361562,181664
Robbery,342343,127265
Other crime,373818,162178
Anti-social behaviour,373818,162178
Other crime,337767,162929
Anti-social behaviour,345961,169836
Burglary,369711,190667
Burglary,369711,190667
Anti-social behaviour,369711,190667
Violent crime,372370,188347
Anti-social behaviour,372370,188347
Anti-social behaviour,377111,147184
Other crime,336912,152266
Burglary,336912,152266
Anti-social behaviour,377798,165976
Other crime,361593,176220
Other crime,361742,176406
Vehicle crime,374728,165278
Anti-social behaviour,374728,165278
Anti-social behaviour,346370,153845
Anti-social behaviour,346370,153845
Other crime,361062,182493
Other crime,361015,182427
Other crime,354227,156920
Vehicle crime,377594,147437
Other crime,377594,147437
Other crime,377594,147437
Violent crime,337704,162845
Other crime,331894,137261
Anti-social behaviour,331894,137261
Anti-social behaviour,335955,164044
Burglary,348434,168796
Anti-social behaviour,355127,176921
Anti-social behaviour,334140,156092
Burglary,361123,170854
Anti-social behaviour,365809,176352
Violent crime,336011,114145
Anti-social behaviour,336011,114145
Other crime,361998,181720
Anti-social behaviour,361998,181720
Anti-social behaviour,368038,157718
Other crime,356845,176473
Vehicle crime,371855,183781
Anti-social behaviour,371855,183781
Anti-social behaviour,371855,183781
Vehicle crime,362968,188076
Other crime,332991,161765
Anti-social behaviour,332991,161765
Anti-social behaviour,332991,161765
Anti-social behaviour,357866,176481
Anti-social behaviour,357866,176481
Anti-social behaviour,357866,176481
Anti-social behaviour,357866,176481
Anti-social behaviour,359818,162154
Burglary,342748,165818
Other crime,337782,162971
Anti-social behaviour,337782,162971
Violent crime,365957,177433
Vehicle crime,357328,173052
Other crime,358526,176469
Violent crime,360437,176278
Anti-social behaviour,360437,176278
Anti-social behaviour,362089,174861
Other crime,359466,124643
Violent crime,366821,159171
Anti-social behaviour,366821,159171
Other crime,371190,182723
Other crime,371190,182723
Other crime,371190,182723
Anti-social behaviour,371190,182723
Anti-social behaviour,362293,179769
Burglary,342028,157498
Burglary,367730,183707
Anti-social behaviour,367730,183707
Anti-social behaviour,367730,183707
Other crime,364206,175047
Other crime,341824,158328
Other crime,330566,150125
Other crime,349483,171435
Anti-social behaviour,349483,171435
Violent crime,377022,146929
Other crime,377022,146929
Anti-social behaviour,377022,146929
Anti-social behaviour,377022,146929
Anti-social behaviour,377022,146929
Anti-social behaviour,377022,146929
Anti-social behaviour,377022,146929
Anti-social behaviour,377022,146929
Other crime,365412,174386
Violent crime,365412,174386
Violent crime,365412,174386
Violent crime,365412,174386
Violent crime,365412,174386
Other crime,365720,175810
Anti-social behaviour,360714,183918
Anti-social behaviour,360714,183918
Anti-social behaviour,372552,163926
Anti-social behaviour,372552,163926
Anti-social behaviour,372552,163926
Anti-social behaviour,372552,163926
Vehicle crime,367538,179012
Anti-social behaviour,365903,166656
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
Other crime,359121,173451
